epoch,loss,primary,GAUC,nDCG@5,sec
1,0.5661948570183345,0.5960408449172974,0.6594328880310059,0.5326487421989441,4.722187519073486
2,0.4384063084210668,0.6008031368255615,0.6662999391555786,0.5353063344955444,4.688495874404907
3,0.4256705767342022,0.6032414436340332,0.6694254279136658,0.5370574593544006,4.753908157348633
4,0.4217603696244104,0.6032849550247192,0.6696730256080627,0.5368969440460205,4.772959470748901
5,0.41821477711200716,0.6024949550628662,0.6684670448303223,0.5365228652954102,4.907779693603516
6,0.4154523743050439,0.6018472909927368,0.6677504181861877,0.5359442234039307,4.955580234527588
7,0.4137225640671594,0.6025660037994385,0.6689852476119995,0.5361467003822327,4.816601991653442
8,0.41079569309949876,0.6035645604133606,0.6704993844032288,0.5366297364234924,4.861875295639038
9,0.4088635429739952,0.6024088859558105,0.6688182353973389,0.5359994769096375,4.889655351638794
10,0.4077749680195536,0.6017588376998901,0.6677883267402649,0.5357293486595154,4.8377838134765625
11,0.4031314009002277,0.6011619567871094,0.6666637659072876,0.5356602072715759,4.898335218429565
12,0.4003152566296714,0.601265549659729,0.6671609878540039,0.5353700518608093,4.869627952575684
